step_idx,timestamp_s,episode_id,episode_name,event_class,observed_pa,expected_pa,residual_pa,drift_pa,slew_pa,token,r_norm,delta_norm,sigma_norm
7124,223680,9,hydrate_prod_a,8,1372510,1564523,-192013.50,-620817.5000,463.1833,DriftAccum,-0.384027,-3.104087,0.000232
7125,223740,9,hydrate_prod_a,8,1363998,1543246,-179247.75,-490957.7500,212.7625,DriftAccum,-0.358496,-2.454789,0.000106
7126,223800,9,hydrate_prod_a,8,1348745,1480529,-131784.25,-365461.3250,791.0583,DriftAccum,-0.263568,-1.827307,0.000396
7127,223860,9,hydrate_prod_a,8,1371986,1427010,-55024.75,-265339.8000,1279.3250,DriftAccum,-0.110049,-1.326699,0.000640
7128,223920,9,hydrate_prod_a,8,1352411,1417059,-64648.25,-210167.7000,-160.3917,DriftAccum,-0.129297,-1.050839,-0.000080
7129,223980,9,hydrate_prod_a,8,1357125,1410546,-53420.50,-175080.7750,187.1292,Recovery,-0.106841,-0.875404,0.000094
7130,224040,9,hydrate_prod_a,8,1357125,1403540,-46415.50,-146547.1000,116.7500,Nominal,-0.092831,-0.732735,0.000058
7131,224100,9,hydrate_prod_a,8,1355815,1398336,-42520.75,-125476.6250,64.9125,Nominal,-0.085042,-0.627383,0.000032
7132,224160,9,hydrate_prod_a,8,1334408,1390742,-56334.25,-104121.4000,-230.2250,Nominal,-0.112669,-0.520607,-0.000115
7133,224220,9,hydrate_prod_a,8,1359351,1384981,-25629.75,-84703.9250,511.7417,Nominal,-0.051259,-0.423520,0.000256
7134,224280,9,hydrate_prod_a,8,1348942,1383442,-34501.00,-68952.6750,-147.8542,Nominal,-0.069002,-0.344763,-0.000074
7135,224340,9,hydrate_prod_a,8,1341086,1377682,-36596.00,-54687.5000,-34.9167,Nominal,-0.073192,-0.273438,-0.000017
7136,224400,9,hydrate_prod_a,8,1336896,1372248,-35352.00,-45044.2750,20.7333,Nominal,-0.070704,-0.225221,0.000010
7137,224460,9,hydrate_prod_a,8,1368909,1371102,-2192.75,-39761.0750,552.6542,Nominal,-0.004385,-0.198805,0.000276
7138,224520,9,hydrate_prod_a,8,1336896,1369564,-32668.00,-36563.0500,-507.9208,Nominal,-0.065336,-0.182815,-0.000254
7139,224580,9,hydrate_prod_a,8,1338074,1368582,-30508.00,-34271.8000,36.0000,Nominal,-0.061016,-0.171359,0.000018
7140,224640,9,hydrate_prod_a,8,1305013,1366126,-61113.25,-35741.5750,-510.0875,Nominal,-0.122227,-0.178708,-0.000255
7141,224700,9,hydrate_prod_a,8,1322100,1363638,-41538.50,-35643.3500,326.2458,Nominal,-0.083077,-0.178217,0.000163
7142,224760,9,hydrate_prod_a,8,1290022,1361315,-71293.25,-37139.2500,-495.9125,Nominal,-0.142587,-0.185696,-0.000248
7143,224820,9,hydrate_prod_a,8,1310512,1358238,-47725.50,-39348.8250,392.7958,Nominal,-0.095451,-0.196744,0.000196
7144,224880,9,hydrate_prod_a,8,1300169,1357125,-56956.00,-41594.3250,-153.8417,Nominal,-0.113912,-0.207972,-0.000077
7145,224940,9,hydrate_prod_a,8,1311953,1356470,-44517.00,-42386.4250,207.3167,Nominal,-0.089034,-0.211932,0.000104
7146,225000,9,hydrate_prod_a,8,1300169,1354113,-53944.00,-44245.6250,-157.1167,Nominal,-0.107888,-0.221228,-0.000079
7147,225060,9,hydrate_prod_a,8,1310512,1350676,-40163.75,-48042.7250,229.6708,Nominal,-0.080327,-0.240214,0.000115
7148,225120,9,hydrate_prod_a,8,1285897,1348843,-62946.25,-51070.5500,-379.7083,Nominal,-0.125892,-0.255353,-0.000190
7149,225180,9,hydrate_prod_a,8,1302133,1344915,-42782.25,-52297.9750,336.0667,Nominal,-0.085565,-0.261490,0.000168
7150,225240,9,hydrate_prod_a,8,1303114,1339580,-36465.00,-49833.1500,105.2875,Nominal,-0.072930,-0.249166,0.000053
7151,225300,9,hydrate_prod_a,8,1320987,1337484,-16497.50,-47329.0500,332.7917,Nominal,-0.032995,-0.236645,0.000166
7152,225360,9,hydrate_prod_a,8,1314702,1336896,-22193.50,-42419.0750,-94.9333,Nominal,-0.044387,-0.212095,-0.000047
7153,225420,9,hydrate_prod_a,8,1327665,1335652,-7986.50,-38445.1750,236.7833,Nominal,-0.015973,-0.192226,0.000118
7154,225480,9,hydrate_prod_a,8,1316732,1331036,-14304.75,-34180.0500,-105.3042,Nominal,-0.028609,-0.170900,-0.000053
7155,225540,9,hydrate_prod_a,8,1334670,1331036,3633.25,-29365.0250,298.9667,Nominal,0.007267,-0.146825,0.000149
7156,225600,9,hydrate_prod_a,8,1325177,1326421,-1244.00,-24095.0250,-81.2875,Nominal,-0.002488,-0.120475,-0.000041
7157,225660,9,hydrate_prod_a,8,1345668,1326421,19247.00,-18153.9500,341.5167,Nominal,0.038494,-0.090770,0.000171
7158,225720,9,hydrate_prod_a,8,1305602,1323638,-18036.00,-13662.9250,-621.3833,Nominal,-0.036072,-0.068315,-0.000311
7159,225780,9,hydrate_prod_a,8,1307042,1321544,-14501.00,-10834.8000,58.9167,Nominal,-0.029002,-0.054174,0.000029
7160,225840,9,hydrate_prod_a,8,1292313,1318859,-26546.25,-9842.9250,-200.7542,Nominal,-0.053093,-0.049215,-0.000100
7161,225900,9,hydrate_prod_a,8,1303246,1315717,-12471.25,-9440.3000,234.5833,Nominal,-0.024942,-0.047201,0.000117
7162,225960,9,hydrate_prod_a,8,1287272,1313328,-26056.00,-9826.5500,-226.4125,Nominal,-0.052112,-0.049133,-0.000113
7163,226020,9,hydrate_prod_a,8,1307108,1311233,-4124.75,-9440.3750,365.5208,Nominal,-0.008249,-0.047202,0.000183
7164,226080,9,hydrate_prod_a,8,1281445,1310512,-29067.50,-10916.6500,-415.7125,Nominal,-0.058135,-0.054583,-0.000208
7165,226140,9,hydrate_prod_a,8,1302656,1308810,-6154.25,-11895.4000,381.8875,Nominal,-0.012308,-0.059477,0.000191
7166,226200,9,hydrate_prod_a,8,1293164,1307075,-13911.75,-13162.1750,-129.2917,Nominal,-0.027824,-0.065811,-0.000065
7167,226260,9,hydrate_prod_a,8,1309989,1307075,2913.75,-14795.5000,280.4250,Nominal,0.005828,-0.073978,0.000140
7168,226320,9,hydrate_prod_a,8,1293164,1306322,-13159.00,-14307.8000,-267.8792,Nominal,-0.026318,-0.071539,-0.000134
7169,226380,9,hydrate_prod_a,8,1301478,1305308,-3829.75,-13240.6750,155.4875,Nominal,-0.007659,-0.066203,0.000078
7170,226440,9,hydrate_prod_a,8,1260627,1304424,-43797.00,-14965.7500,-666.1208,Nominal,-0.087594,-0.074829,-0.000333
7171,226500,9,hydrate_prod_a,8,1286421,1303180,-16759.00,-15394.5250,450.6333,Nominal,-0.033518,-0.076973,0.000225
7172,226560,9,hydrate_prod_a,8,1278565,1303180,-24615.00,-15250.4250,-130.9333,Nominal,-0.049230,-0.076252,-0.000065
7173,226620,9,hydrate_prod_a,8,1307108,1303180,3928.00,-14445.1500,475.7167,Nominal,0.007856,-0.072226,0.000238
7174,226680,9,hydrate_prod_a,8,1288385,1303180,-14795.00,-13017.9000,-312.0500,Nominal,-0.029590,-0.065089,-0.000156
7175,226740,9,hydrate_prod_a,8,1309138,1303180,5957.50,-11806.7250,345.8750,Nominal,0.011915,-0.059034,0.000173
7176,226800,9,hydrate_prod_a,8,1294277,1303180,-8903.00,-11305.8500,-247.6750,Nominal,-0.017806,-0.056529,-0.000124
7177,226860,9,hydrate_prod_a,8,1309138,1303180,5957.50,-11001.4750,247.6750,Nominal,0.011915,-0.055007,0.000124
7178,226920,9,hydrate_prod_a,8,1289301,1303180,-13879.00,-11073.4750,-330.6083,Nominal,-0.027758,-0.055367,-0.000165
7179,226980,9,hydrate_prod_a,8,1322362,1304424,17937.50,-8896.7500,530.2750,Nominal,0.035875,-0.044484,0.000265
7180,227040,9,hydrate_prod_a,8,1319809,1306322,13486.50,-3168.4000,-74.1833,Nominal,0.026973,-0.015842,-0.000037
7181,227100,9,hydrate_prod_a,8,1323737,1306322,17414.50,248.9500,65.4667,Nominal,0.034829,0.001245,0.000033
7182,227160,9,hydrate_prod_a,8,1321184,1306322,14861.00,4196.5500,-42.5583,Nominal,0.029722,0.020983,-0.000021
7183,227220,9,hydrate_prod_a,8,1354244,1306322,47921.50,8595.9000,551.0083,Nominal,0.095843,0.042979,0.000276
7184,227280,9,hydrate_prod_a,8,1328974,1306322,22651.50,12340.5500,-421.1667,Nominal,0.045303,0.061703,-0.000211
7185,227340,9,hydrate_prod_a,8,1330938,1306322,24615.50,14206.3500,32.7333,Nominal,0.049231,0.071032,0.000016
7186,227400,9,hydrate_prod_a,8,1321773,1306322,15450.50,16641.7000,-152.7500,Nominal,0.030901,0.083209,-0.000076
7187,227460,9,hydrate_prod_a,8,1327926,1306322,21604.00,18206.3500,102.5583,Nominal,0.043208,0.091032,0.000051
7188,227520,9,hydrate_prod_a,8,1304097,1305570,-1472.75,19446.9750,-384.6125,Nominal,-0.002946,0.097235,-0.000192
7189,227580,9,hydrate_prod_a,8,1323737,1305602,18134.50,19466.6750,326.7875,Nominal,0.036269,0.097333,0.000163
7190,227640,9,hydrate_prod_a,8,1299907,1305602,-5695.50,17548.4750,-397.1667,Nominal,-0.011391,0.087742,-0.000199
7191,227700,9,hydrate_prod_a,8,1306061,1306584,-523.50,15754.6750,86.2000,Nominal,-0.001047,0.078773,0.000043
7192,227760,9,hydrate_prod_a,8,1299907,1306584,-6677.50,13600.8250,-102.5667,Nominal,-0.013355,0.068004,-0.000051
7193,227820,9,hydrate_prod_a,8,1321446,1306584,14861.00,10294.7750,358.9750,Nominal,0.029722,0.051474,0.000179
7194,227880,9,hydrate_prod_a,8,1282820,1306584,-23764.50,5653.1750,-643.7583,Nominal,-0.047529,0.028266,-0.000322
7195,227940,9,hydrate_prod_a,8,1306715,1306912,-196.50,3171.9750,392.8000,Nominal,-0.000393,0.015860,0.000196
7196,228000,9,hydrate_prod_a,8,1304097,1306912,-2814.50,1345.4750,-43.6333,Nominal,-0.005629,0.006727,-0.000022
7197,228060,9,hydrate_prod_a,8,1307370,1306912,458.50,-769.0750,54.5500,Nominal,0.000917,-0.003845,0.000027
7198,228120,9,hydrate_prod_a,8,1299907,1306912,-7004.50,-1322.2500,-124.3833,Nominal,-0.014009,-0.006611,-0.000062
7199,228180,9,hydrate_prod_a,8,1324850,1307239,17610.50,-1374.6500,410.2500,Nominal,0.035221,-0.006873,0.000205
7200,228240,9,hydrate_prod_a,8,1301806,1307239,-5433.50,-1348.4500,-384.0667,Nominal,-0.010867,-0.006742,-0.000192
7201,228300,9,hydrate_prod_a,8,1294277,1307239,-12962.00,-2592.3000,-125.4750,Nominal,-0.025924,-0.012962,-0.000063
7202,228360,9,hydrate_prod_a,8,1295258,1307239,-11980.50,-3122.6000,16.3583,Nominal,-0.023961,-0.015613,0.000008
7203,228420,9,hydrate_prod_a,8,1311953,1308254,3699.25,-4238.7750,261.3292,Nominal,0.007398,-0.021194,0.000131
7204,228480,9,hydrate_prod_a,8,1300169,1308254,-8084.75,-2670.8000,-196.4000,Nominal,-0.016169,-0.013354,-0.000098
7205,228540,9,hydrate_prod_a,8,1313131,1308254,4877.25,-2163.4250,216.0333,Nominal,0.009754,-0.010817,0.000108
7206,228600,9,hydrate_prod_a,8,1302133,1308254,-6120.75,-2494.0500,-183.3000,Nominal,-0.012242,-0.012470,-0.000092
7207,228660,9,hydrate_prod_a,8,1302133,1307042,-4909.50,-3030.8500,20.1875,Nominal,-0.009819,-0.015154,0.000010
7208,228720,9,hydrate_prod_a,8,1303770,1307042,-3273.00,-2657.7000,27.2750,Nominal,-0.006546,-0.013288,0.000014
7209,228780,9,hydrate_prod_a,8,1329956,1307042,22913.50,-2127.4000,436.4417,Nominal,0.045827,-0.010637,0.000218
7210,228840,9,hydrate_prod_a,8,1299121,1306388,-7267.00,-2310.7500,-503.0083,Nominal,-0.014534,-0.011554,-0.000252
7211,228900,9,hydrate_prod_a,8,1333557,1306388,27169.00,1702.3500,573.9333,Nominal,0.054338,0.008512,0.000287
7212,228960,9,hydrate_prod_a,8,1334211,1306388,27823.00,5682.7000,10.9000,Nominal,0.055646,0.028413,0.000005
7213,229020,9,hydrate_prod_a,8,1344031,1306388,37643.00,9077.0750,163.6667,Nominal,0.075286,0.045385,0.000082
7214,229080,9,hydrate_prod_a,8,1323082,1306388,16694.00,11554.9500,-349.1500,Nominal,0.033388,0.057775,-0.000175
7215,229140,9,hydrate_prod_a,8,1328319,1306388,21931.00,13260.3250,87.2833,Nominal,0.043862,0.066302,0.000044
7216,229200,9,hydrate_prod_a,8,1302133,1305079,-2946.00,13577.8000,-414.6167,Nominal,-0.005892,0.067889,-0.000207
7217,229260,9,hydrate_prod_a,8,1301806,1304097,-2291.50,13839.6000,10.9083,Nominal,-0.004583,0.069198,0.000005
7218,229320,9,hydrate_prod_a,8,1297419,1303933,-6514.25,13515.4750,-70.3792,Nominal,-0.013029,0.067577,-0.000035
7219,229380,9,hydrate_prod_a,8,1316994,1303933,13060.25,12530.1500,326.2417,Nominal,0.026121,0.062651,0.000163
7220,229440,9,hydrate_prod_a,8,1295128,1303933,-8805.75,12376.2750,-364.4333,Nominal,-0.017611,0.061881,-0.000182
7221,229500,9,hydrate_prod_a,8,1309989,1303933,6055.75,10264.9500,247.6917,Nominal,0.012112,0.051325,0.000124
7222,229560,9,hydrate_prod_a,8,1293164,1303933,-10769.75,6405.6750,-280.4250,Nominal,-0.021539,0.032028,-0.000140
7223,229620,9,hydrate_prod_a,8,1301150,1302951,-1800.75,2461.3000,149.4833,Nominal,-0.003602,0.012307,0.000075
7224,229680,9,hydrate_prod_a,8,1237976,1302951,-64975.75,-5705.6750,-1052.9167,Nominal,-0.129951,-0.028528,-0.000526
7225,229740,9,hydrate_prod_a,8,1206551,1302133,-95582.00,-17456.9750,-510.1042,Nominal,-0.191164,-0.087285,-0.000255
7226,229800,9,hydrate_prod_a,8,1185144,1302133,-116989.50,-28861.3250,-356.7917,Nominal,-0.233979,-0.144307,-0.000178
7227,229860,9,hydrate_prod_a,8,1217354,1301969,-84615.75,-37093.7500,539.5625,Nominal,-0.169232,-0.185469,0.000270
7228,229920,9,hydrate_prod_a,8,1256634,1301969,-45335.75,-40975.9000,654.6667,Nominal,-0.090672,-0.204880,0.000327
7229,229980,9,hydrate_prod_a,8,1288647,1301806,-13158.50,-43597.7750,536.2875,Nominal,-0.026317,-0.217989,0.000268
7230,230040,9,hydrate_prod_a,8,1278565,1301478,-22913.00,-45008.5000,-162.5750,Nominal,-0.045826,-0.225043,-0.000081
7231,230100,9,hydrate_prod_a,8,1278892,1301478,-22586.00,-47872.6750,5.4500,Nominal,-0.045172,-0.239363,0.000003
7232,230160,9,hydrate_prod_a,8,1286421,1301478,-15057.00,-48301.4000,125.4833,Nominal,-0.030114,-0.241507,0.000063
7233,230220,9,hydrate_prod_a,8,1285111,1300660,-15548.75,-49676.2000,-8.1958,Nominal,-0.031098,-0.248381,-0.000004
7234,230280,9,hydrate_prod_a,8,1262853,1300136,-37282.75,-46906.9000,-362.2333,Nominal,-0.074566,-0.234535,-0.000181
7235,230340,9,hydrate_prod_a,8,1287075,1298270,-11195.00,-38468.2000,434.7958,Nominal,-0.022390,-0.192341,0.000217
7236,230400,9,hydrate_prod_a,8,1298205,1297812,393.00,-26729.9500,193.1333,Nominal,0.000786,-0.133650,0.000097
7237,230460,9,hydrate_prod_a,8,1290349,1296273,-5924.25,-18860.8000,-105.2875,Nominal,-0.011848,-0.094304,-0.000053
7238,230520,9,hydrate_prod_a,8,1299514,1296273,3240.75,-14003.1500,152.7500,Nominal,0.006482,-0.070016,0.000076
7239,230580,9,hydrate_prod_a,8,1293622,1294375,-752.75,-12762.5750,-66.5583,Nominal,-0.001505,-0.063813,-0.000033
7240,230640,9,hydrate_prod_a,8,1277910,1293393,-15482.75,-12019.5500,-245.5000,Nominal,-0.030965,-0.060098,-0.000123
7241,230700,9,hydrate_prod_a,8,1267566,1291756,-24190.25,-12179.9750,-145.1250,Nominal,-0.048380,-0.060900,-0.000073
7242,230760,9,hydrate_prod_a,8,1280529,1289498,-8969.00,-11571.1750,253.6875,Nominal,-0.017938,-0.057856,0.000127
7243,230820,9,hydrate_prod_a,8,1268745,1287861,-19116.00,-11927.9000,-169.1167,Nominal,-0.038232,-0.059639,-0.000085
7244,230880,9,hydrate_prod_a,8,1287075,1287075,0.00,-8199.6250,318.6000,Nominal,0.000000,-0.040998,0.000159
7245,230940,9,hydrate_prod_a,8,1298205,1287075,11130.00,-5967.1250,185.5000,Nominal,0.022260,-0.029836,0.000093
7246,231000,9,hydrate_prod_a,8,1286094,1286748,-654.50,-6071.8750,-196.4083,Nominal,-0.001309,-0.030359,-0.000098
7247,231060,9,hydrate_prod_a,8,1281707,1286257,-4550.25,-5934.4750,-64.9292,Nominal,-0.009100,-0.029672,-0.000032
7248,231120,9,hydrate_prod_a,8,1304751,1286257,18493.75,-4409.1750,384.0667,Nominal,0.036987,-0.022046,0.000192
7249,231180,9,hydrate_prod_a,8,1294277,1286257,8019.75,-3531.9250,-174.5667,Nominal,0.016040,-0.017660,-0.000087
7250,231240,9,hydrate_prod_a,8,1294931,1286257,8673.75,-1116.2750,10.9000,Nominal,0.017347,-0.005581,0.000005
7251,231300,9,hydrate_prod_a,8,1309989,1286257,23731.75,3675.9250,250.9667,Nominal,0.047463,0.018380,0.000125
7252,231360,9,hydrate_prod_a,8,1309334,1286257,23076.75,6880.5000,-10.9167,Nominal,0.046154,0.034403,-0.000005
7253,231420,9,hydrate_prod_a,8,1292968,1286257,6710.25,9463.1250,-272.7750,Nominal,0.013421,0.047316,-0.000136
7254,231480,9,hydrate_prod_a,8,1270709,1286257,-15548.25,7908.3000,-370.9750,Nominal,-0.031096,0.039542,-0.000185
7255,231540,9,hydrate_prod_a,8,1287534,1286748,785.50,6873.8500,272.2292,Nominal,0.001571,0.034369,0.000136
7256,231600,9,hydrate_prod_a,8,1275422,1286748,-11326.00,5806.7000,-201.8583,Nominal,-0.022652,0.029034,-0.000101
7257,231660,9,hydrate_prod_a,8,1282493,1286748,-4255.00,5836.2250,117.8500,Nominal,-0.008510,0.029181,0.000059
7258,231720,9,hydrate_prod_a,8,1275946,1286748,-10802.00,2906.6500,-109.1167,Nominal,-0.021604,0.014533,-0.000055
7259,231780,9,hydrate_prod_a,8,1292706,1286748,5958.00,2700.4750,279.3333,Nominal,0.011916,0.013502,0.000140
7260,231840,9,hydrate_prod_a,8,1265733,1286748,-21015.00,-268.4000,-449.5500,Nominal,-0.042030,-0.001342,-0.000225
7261,231900,9,hydrate_prod_a,8,1286944,1287010,-65.25,-2648.1000,349.1625,Nominal,-0.000131,-0.013240,0.000175
7262,231960,9,hydrate_prod_a,8,1270054,1287010,-16955.75,-6651.3500,-281.5083,Nominal,-0.033911,-0.033257,-0.000141
7263,232020,9,hydrate_prod_a,8,1254670,1287010,-32340.25,-10556.4000,-256.4083,Nominal,-0.064681,-0.052782,-0.000128
7264,232080,9,hydrate_prod_a,8,1250414,1287010,-36595.75,-12661.1500,-70.9250,Nominal,-0.073192,-0.063306,-0.000035
7265,232140,9,hydrate_prod_a,8,1277714,1286519,-8805.50,-13620.2500,463.1708,Nominal,-0.017611,-0.068101,0.000232
7266,232200,9,hydrate_prod_a,8,1254670,1284293,-29623.75,-15450.0250,-346.9708,Nominal,-0.059248,-0.077250,-0.000173
7267,232260,9,hydrate_prod_a,8,1250086,1282100,-32013.50,-18225.8750,-39.8292,Nominal,-0.064027,-0.091129,-0.000020
7268,232320,9,hydrate_prod_a,8,1264817,1281118,-16301.00,-18775.7750,261.8750,Nominal,-0.032602,-0.093879,0.000131
7269,232380,9,hydrate_prod_a,8,1247141,1279220,-32078.50,-22579.4250,-262.9583,Nominal,-0.064157,-0.112897,-0.000131
7270,232440,9,hydrate_prod_a,8,1245504,1279121,-33617.25,-23839.6500,-25.6458,Nominal,-0.067235,-0.119198,-0.000013
7271,232500,9,hydrate_prod_a,8,1217681,1279121,-61440.25,-29977.1500,-463.7167,Nominal,-0.122881,-0.149886,-0.000232
7272,232560,9,hydrate_prod_a,8,1235030,1276830,-41800.25,-32461.6000,327.3333,Nominal,-0.083600,-0.162308,0.000164
7273,232620,9,hydrate_prod_a,8,1196404,1276830,-80425.75,-37270.1500,-643.7583,Nominal,-0.160852,-0.186351,-0.000322
7274,232680,9,hydrate_prod_a,8,1216240,1275684,-59444.00,-39554.9750,349.6958,Nominal,-0.118888,-0.197775,0.000175
7275,232740,9,hydrate_prod_a,8,1206748,1273066,-66318.00,-45306.2250,-114.5667,Nominal,-0.132636,-0.226531,-0.000057
7276,232800,9,hydrate_prod_a,8,1224686,1270382,-45696.00,-46913.4500,343.7000,Nominal,-0.091392,-0.234567,0.000172
7277,232860,9,hydrate_prod_a,8,1206224,1267894,-61669.50,-49879.0500,-266.2250,Nominal,-0.123339,-0.249395,-0.000133
7278,232920,9,hydrate_prod_a,8,1166290,1265275,-98985.50,-58147.5000,-621.9333,Nominal,-0.197971,-0.290737,-0.000311
7279,232980,9,hydrate_prod_a,8,1119742,1259743,-140001.25,-68939.7750,-683.5958,Nominal,-0.280002,-0.344699,-0.000342
7280,233040,9,hydrate_prod_a,8,1124587,1254670,-130082.50,-78586.3000,165.3125,Nominal,-0.260165,-0.392931,0.000083
7281,233100,9,hydrate_prod_a,8,1110446,1252542,-142095.75,-86651.8500,-200.2208,Nominal,-0.284191,-0.433259,-0.000100
7282,233160,9,hydrate_prod_a,8,1122426,1250250,-127823.75,-95254.2000,237.8667,Nominal,-0.255648,-0.476271,0.000119
7283,233220,9,hydrate_prod_a,8,1146650,1248614,-101964.25,-97408.0500,430.9917,Nominal,-0.203929,-0.487040,0.000215
7284,233280,9,hydrate_prod_a,8,1176960,1246322,-69362.50,-98399.9000,543.3625,Nominal,-0.138725,-0.491999,0.000272
7285,233340,9,hydrate_prod_a,8,1160398,1240267,-79869.25,-99755.0250,-175.1125,Nominal,-0.159739,-0.498775,-0.000088
7286,233400,9,hydrate_prod_a,8,1156142,1229858,-73715.50,-102556.9750,102.5625,Nominal,-0.147431,-0.512785,0.000051
7287,233460,9,hydrate_prod_a,8,1184816,1221183,-36367.25,-100026.7500,622.4708,Nominal,-0.072734,-0.500134,0.000311
7288,233520,9,hydrate_prod_a,8,1174473,1216960,-42487.50,-94376.9500,-102.0042,Nominal,-0.084975,-0.471885,-0.000051
7289,233580,9,hydrate_prod_a,8,1189202,1211494,-22291.25,-82605.9500,336.6042,Nominal,-0.044582,-0.413030,0.000168
7290,233640,9,hydrate_prod_a,8,1186911,1206486,-19574.75,-71555.1750,45.2750,Nominal,-0.039149,-0.357776,0.000023
7291,233700,9,hydrate_prod_a,8,1196077,1201314,-5237.00,-57869.3000,238.9625,Nominal,-0.010474,-0.289347,0.000119
7292,233760,9,hydrate_prod_a,8,1189006,1196240,-7234.50,-45810.3750,-33.2917,Nominal,-0.014469,-0.229052,-0.000017
7293,233820,9,hydrate_prod_a,8,1201118,1196240,4877.00,-35126.2500,201.8583,Nominal,0.009754,-0.175631,0.000101
7294,233880,9,hydrate_prod_a,8,1183180,1192640,-9460.25,-29136.0250,-238.9542,Nominal,-0.018920,-0.145680,-0.000119
7295,233940,9,hydrate_prod_a,8,1191166,1190184,982.00,-21050.9000,174.0375,Nominal,0.001964,-0.105255,0.000087
7296,234000,9,hydrate_prod_a,8,1144751,1189104,-44353.25,-18114.6750,-755.5875,Nominal,-0.088706,-0.090573,-0.000378
7297,234060,9,hydrate_prod_a,8,1174276,1187958,-13682.00,-15846.1500,511.1875,Nominal,-0.027364,-0.079231,0.000256
7298,234120,9,hydrate_prod_a,8,1160725,1185864,-25138.50,-14111.2500,-190.9417,Nominal,-0.050277,-0.070556,-0.000095
7299,234180,9,hydrate_prod_a,8,1179055,1183998,-4942.75,-12376.4000,336.5958,Nominal,-0.009886,-0.061882,0.000168
7300,234240,9,hydrate_prod_a,8,1172509,1181117,-8608.25,-11279.7500,-61.0917,Nominal,-0.017216,-0.056399,-0.000031
7301,234300,9,hydrate_prod_a,8,1178662,1178859,-196.25,-10775.6750,140.2000,Nominal,-0.000392,-0.053878,0.000070
7302,234360,9,hydrate_prod_a,8,1155749,1177811,-22062.25,-12258.4500,-364.4333,Nominal,-0.044124,-0.061292,-0.000182
7303,234420,9,hydrate_prod_a,8,1182721,1177811,4909.75,-12255.1750,449.5333,Nominal,0.009820,-0.061276,0.000225
7304,234480,9,hydrate_prod_a,8,1168581,1175716,-7135.50,-12022.7000,-200.7542,Nominal,-0.014271,-0.060114,-0.000100
7305,234540,9,hydrate_prod_a,8,1185406,1175716,9689.00,-11152.0000,280.4083,Nominal,0.019378,-0.055760,0.000140
7306,234600,9,hydrate_prod_a,8,1175324,1174898,425.25,-6674.1500,-154.3958,Nominal,0.000851,-0.033371,-0.000077
7307,234660,9,hydrate_prod_a,8,1191298,1174898,16399.25,-3666.0250,266.2333,Nominal,0.032799,-0.018330,0.000133
7308,234720,9,hydrate_prod_a,8,1170545,1174898,-4353.25,-1587.5000,-345.8750,Nominal,-0.008707,-0.007938,-0.000173
7309,234780,9,hydrate_prod_a,8,1187304,1176142,11162.25,23.0000,258.5917,Nominal,0.022325,0.000115,0.000129
7310,234840,9,hydrate_prod_a,8,1142001,1176142,-34140.75,-2530.2500,-755.0500,Nominal,-0.068281,-0.012651,-0.000378
7311,234900,9,hydrate_prod_a,8,1162950,1176142,-13191.25,-3829.7500,349.1583,Nominal,-0.026382,-0.019149,0.000175
7312,234960,9,hydrate_prod_a,8,1158499,1176142,-17642.75,-3387.8000,-74.1917,Nominal,-0.035285,-0.016939,-0.000037
7313,235020,9,hydrate_prod_a,8,1181412,1177811,3600.75,-3518.7000,354.0583,Nominal,0.007201,-0.017593,0.000177
7314,235080,9,hydrate_prod_a,8,1156797,1176993,-20196.00,-4824.7500,-396.6125,Nominal,-0.040392,-0.024124,-0.000198
7315,235140,9,hydrate_prod_a,8,1186257,1178859,7398.25,-5053.8250,459.9042,Nominal,0.014797,-0.025269,0.000230
7316,235200,9,hydrate_prod_a,8,1176437,1178859,-2421.75,-5338.5250,-163.6667,Nominal,-0.004843,-0.026693,-0.000082
7317,235260,9,hydrate_prod_a,8,1176437,1177550,-1112.75,-7089.7250,21.8167,Nominal,-0.002226,-0.035449,0.000011
7318,235320,9,hydrate_prod_a,8,1177091,1177877,-785.75,-6732.9750,5.4500,Nominal,-0.001571,-0.033665,0.000003
7319,235380,9,hydrate_prod_a,8,1188221,1177877,10344.25,-6814.7750,185.5000,Nominal,0.020688,-0.034074,0.000093
7320,235440,9,hydrate_prod_a,8,1176437,1176764,-327.00,-3433.4000,-177.8542,Nominal,-0.000654,-0.017167,-0.000089
7321,235500,9,hydrate_prod_a,8,1176437,1176437,0.00,-2114.2750,5.4500,Nominal,0.000000,-0.010571,0.000003
7322,235560,9,hydrate_prod_a,8,1175127,1176437,-1310.00,-481.0000,-21.8333,Nominal,-0.002620,-0.002405,-0.000011
7323,235620,9,hydrate_prod_a,8,1153720,1176437,-22717.50,-3112.8250,-356.7917,Nominal,-0.045435,-0.015564,-0.000178
7324,235680,9,hydrate_prod_a,8,1178662,1176437,2225.50,-870.6750,415.7167,Nominal,0.004451,-0.004353,0.000208
7325,235740,9,hydrate_prod_a,8,1173818,1175880,-2062.25,-1816.7250,-71.4625,Nominal,-0.004124,-0.009084,-0.000036
7326,235800,9,hydrate_prod_a,8,1194767,1176437,18330.00,258.4500,339.8708,Nominal,0.036660,0.001292,0.000170
7327,235860,9,hydrate_prod_a,8,1189530,1176437,13093.00,1679.0250,-87.2833,Nominal,0.026186,0.008395,-0.000044
