step_idx,step_in_unit,esp_id,label,rms_broadband,baseline_rms,peak1x,peak2x,residual,drift,slew,token,r_norm,delta_norm,sigma_norm
5650,332,10,Normal,0.210871,0.096901,0.001350,0.000760,0.113970,0.048820,-0.068050,EnvViolation,1.139704,0.976398,-0.226835
5651,333,10,Normal,0.107122,0.107122,0.001070,0.000630,0.000000,0.051048,-0.113970,DriftAccum,0.000000,1.020969,-0.379901
5652,334,10,Normal,0.095786,0.107122,0.000680,0.000290,-0.011336,0.032027,-0.011336,Recovery,-0.113361,0.640543,-0.037787
5653,335,10,Normal,0.051590,0.107122,0.000830,0.000270,-0.055532,0.032352,-0.044196,Nominal,-0.555322,0.647049,-0.147320
5654,336,10,Normal,0.078477,0.096901,0.000710,0.000270,-0.018424,0.023021,0.037108,Nominal,-0.184239,0.460427,0.123694
5655,337,10,Normal,0.042657,0.095786,0.000610,0.000450,-0.053130,0.019608,-0.034706,Nominal,-0.531295,0.392161,-0.115685
5656,338,10,Normal,0.099077,0.096901,0.000860,0.000750,0.002176,0.016492,0.055306,Nominal,0.021762,0.329843,0.184352
5657,339,10,Normal,0.086453,0.095786,0.001100,0.005670,-0.009333,0.014841,-0.011509,Nominal,-0.093332,0.296821,-0.038365
5658,340,10,Normal,0.157955,0.096901,0.001010,0.000550,0.061054,0.021147,0.070387,Nominal,0.610538,0.422932,0.234623
5659,341,10,Normal,0.164696,0.096901,0.000760,0.000390,0.067795,0.009724,0.006741,Nominal,0.677948,0.194481,0.022470
5660,342,10,Normal,0.083080,0.096901,0.000590,0.001000,-0.013821,-0.003055,-0.081615,Nominal,-0.138205,-0.061101,-0.272051
5661,343,10,Normal,0.095293,0.095786,0.001230,0.000220,-0.000493,-0.003104,0.013327,Nominal,-0.004933,-0.062088,0.044424
5662,344,10,Normal,0.176378,0.095786,0.001290,0.000340,0.080592,0.006088,0.081085,Nominal,0.805919,0.121768,0.270284
5663,345,10,Normal,0.188002,0.099077,0.001050,0.000120,0.088925,0.020534,0.008333,Nominal,0.889250,0.410683,0.027777
5664,346,10,Rubbing,0.081387,0.095786,0.001290,0.000630,-0.014399,0.020937,-0.103324,Nominal,-0.143991,0.418732,-0.344413
5665,347,10,Normal,0.116445,0.095786,0.000420,0.000250,0.020659,0.028315,0.035058,Nominal,0.206589,0.566309,0.116860
5666,348,10,Normal,0.239638,0.095786,0.001160,0.000430,0.143852,0.042483,0.123193,EnvViolation,1.438516,0.849660,0.410642
5667,349,10,Normal,0.025924,0.095293,0.000400,0.000480,-0.069369,0.036479,-0.213221,Recovery,-0.693692,0.729588,-0.710736
5668,350,10,Normal,0.115188,0.099077,0.000390,0.000120,0.016111,0.031985,0.085480,Nominal,0.161110,0.639702,0.284934
5669,351,10,Normal,0.095649,0.099077,0.000510,0.001050,-0.003428,0.024863,-0.019539,Nominal,-0.034279,0.497257,-0.065130
5670,352,10,Normal,0.139079,0.115188,0.000430,0.000710,0.023891,0.028634,0.027318,Nominal,0.238906,0.572679,0.091061
5671,353,10,Rubbing,0.093425,0.115188,0.000760,0.000880,-0.021763,0.026507,-0.045653,Nominal,-0.217629,0.530140,-0.152178
5672,354,10,Normal,0.076800,0.115188,0.000550,0.003780,-0.038388,0.014609,-0.016625,Nominal,-0.383877,0.292181,-0.055416
5673,355,10,Rubbing,0.088941,0.095649,0.001860,0.000420,-0.006708,0.005046,0.031680,Nominal,-0.067079,0.100915,0.105599
5674,356,10,Normal,0.198035,0.095649,0.001190,0.000970,0.102386,0.016724,0.109094,EnvViolation,1.023857,0.334484,0.363645
5675,357,10,Normal,0.144838,0.115188,0.001520,0.000510,0.029650,0.017623,-0.072736,Recovery,0.296498,0.352466,-0.242453
5676,358,10,Normal,0.167772,0.116445,0.001720,0.000430,0.051327,0.008371,0.021677,Nominal,0.513271,0.167417,0.072258
5677,359,10,Normal,0.101900,0.115188,0.000880,0.000470,-0.013288,0.013979,-0.064615,Nominal,-0.132877,0.279580,-0.215383
5678,360,10,Normal,0.162995,0.115188,0.000770,0.000210,0.047807,0.017149,0.061094,Nominal,0.478066,0.342971,0.203648
5679,361,10,Normal,0.127959,0.116445,0.001430,0.000540,0.011514,0.018643,-0.036293,Nominal,0.115140,0.372855,-0.120975
5680,362,10,Normal,0.123940,0.123940,0.002060,0.000530,0.000000,0.016254,-0.011514,Nominal,0.000000,0.325074,-0.038380
5681,363,10,Normal,0.190512,0.123940,0.001570,0.000650,0.066572,0.025087,0.066572,Nominal,0.665717,0.501743,0.221906
5682,364,10,Normal,0.041867,0.123940,0.000910,0.000350,-0.082073,0.020719,-0.148645,Nominal,-0.820734,0.414372,-0.495483
5683,365,10,Normal,0.106437,0.123940,0.001060,0.000220,-0.017503,0.019639,0.064570,Nominal,-0.175034,0.392781,0.215233
5684,366,10,Normal,0.057900,0.123940,0.001080,0.001570,-0.066040,0.002796,-0.048537,Nominal,-0.660399,0.055930,-0.161789
5685,367,10,Normal,0.117419,0.117419,0.000940,0.000550,0.000000,-0.000168,0.066040,Nominal,0.000000,-0.003370,0.220133
5686,368,10,Normal,0.139503,0.123940,0.001490,0.000510,0.015563,-0.003745,0.015563,Nominal,0.155629,-0.074898,0.051876
5687,369,10,Rubbing,0.270357,0.127959,0.002650,0.000440,0.142398,0.011824,0.126835,EnvViolation,1.423978,0.236473,0.422783
5688,370,10,Normal,0.085515,0.127959,0.000550,0.000340,-0.042444,0.002799,-0.184842,Recovery,-0.424441,0.055971,-0.616140
5689,371,10,Normal,0.116560,0.123940,0.001170,0.000740,-0.007380,0.000909,0.035064,Nominal,-0.073803,0.018183,0.116879
5690,372,10,Rubbing,0.049882,0.117419,0.000580,0.001320,-0.067536,-0.005845,-0.060156,Nominal,-0.675363,-0.116890,-0.200520
5691,373,10,Normal,0.142317,0.117419,0.001050,0.000120,0.024899,-0.010012,0.092435,Nominal,0.248985,-0.200236,0.308116
5692,374,10,Normal,0.161847,0.123940,0.001160,0.000450,0.037907,0.001986,0.013008,Nominal,0.379069,0.039724,0.043361
5693,375,10,Normal,0.192474,0.123940,0.001030,0.000870,0.068534,0.010590,0.030627,Nominal,0.685338,0.211799,0.102089
5694,376,10,Normal,0.083056,0.117419,0.000780,0.000220,-0.034363,0.013758,-0.102896,Nominal,-0.343627,0.275153,-0.342988
5695,377,10,Normal,0.082618,0.116560,0.000750,0.000700,-0.033942,0.010363,0.000421,Nominal,-0.339418,0.207269,0.001403
5696,378,10,Normal,0.062105,0.106437,0.001440,0.002050,-0.044332,0.004374,-0.010390,Nominal,-0.443320,0.087480,-0.034634
5697,379,10,Normal,0.117943,0.116560,0.001450,0.000350,0.001383,-0.009727,0.045715,Nominal,0.013833,-0.194549,0.152384
5698,380,10,Normal,0.058833,0.116560,0.001190,0.000330,-0.057726,-0.011256,-0.059110,Nominal,-0.577265,-0.225114,-0.197033
5699,381,10,Rubbing,0.111419,0.116560,0.001970,0.000310,-0.005141,-0.011032,0.052586,Nominal,-0.051409,-0.220635,0.175285
5700,382,10,Normal,0.019189,0.111419,0.000390,0.000410,-0.092230,-0.013501,-0.087089,BoundaryGrazing,-0.922300,-0.270022,-0.290297
5701,383,10,Normal,0.133973,0.111419,0.001450,0.000330,0.022554,-0.013736,0.114784,Recovery,0.225542,-0.274711,0.382614
5702,384,10,Normal,0.178673,0.111419,0.001550,0.000210,0.067254,-0.010801,0.044700,Nominal,0.672541,-0.216017,0.149000
5703,385,10,Normal,0.061717,0.111419,0.000770,0.000350,-0.049701,-0.022624,-0.116956,Nominal,-0.497014,-0.452487,-0.389852
5704,386,10,Normal,0.041126,0.083056,0.000330,0.001030,-0.041930,-0.023381,0.007772,Nominal,-0.419298,-0.467621,0.025906
5705,387,10,Normal,0.238722,0.111419,0.000930,0.000450,0.127303,-0.007257,0.169233,EnvViolation,1.273032,-0.145131,0.564110
5706,388,10,Normal,0.200537,0.111419,0.001540,0.000060,0.089118,0.006088,-0.038185,Recovery,0.891179,0.121768,-0.127285
5707,389,10,Normal,0.123403,0.111419,0.001170,0.002770,0.011984,0.007149,-0.077133,Nominal,0.119845,0.142971,-0.257111
5708,390,10,Normal,0.090122,0.090122,0.000830,0.000120,0.000000,0.012921,-0.011984,Nominal,0.000000,0.258424,-0.039948
5709,391,10,Normal,0.037062,0.090122,0.000250,0.000940,-0.053060,0.008129,-0.053060,Nominal,-0.530604,0.162585,-0.176868
5710,392,10,Normal,0.115846,0.111419,0.000820,0.000590,0.004427,0.017795,0.057488,Nominal,0.044272,0.355899,0.191626
5711,393,10,Rubbing,0.250797,0.115846,0.002890,0.000310,0.134951,0.029035,0.130524,EnvViolation,1.349509,0.580692,0.435079
5712,394,10,Normal,0.060506,0.111419,0.000840,0.000570,-0.050913,0.017218,-0.185864,Recovery,-0.509130,0.344358,-0.619546
5713,395,10,Normal,0.152620,0.115846,0.000890,0.000480,0.036774,0.025865,0.087687,Nominal,0.367743,0.517310,0.292291
5714,396,10,Normal,0.052951,0.115846,0.000410,0.000510,-0.062895,0.023769,-0.099670,Nominal,-0.628954,0.475378,-0.332232
5715,397,10,Normal,0.065300,0.115846,0.001110,0.000350,-0.050546,0.005984,0.012350,Nominal,-0.505455,0.119681,0.041166
5716,398,10,Normal,0.091508,0.091508,0.000550,0.000230,0.000000,-0.002928,0.050546,Nominal,0.000000,-0.058555,0.168485
5717,399,10,Normal,0.062263,0.090122,0.002230,0.001270,-0.027859,-0.006912,-0.027859,Nominal,-0.278592,-0.138242,-0.092864
5718,400,10,Normal,0.021670,0.090122,0.000620,0.002190,-0.068452,-0.013757,-0.040593,Nominal,-0.684523,-0.275147,-0.135310
5719,401,10,Unbalance,0.265363,0.091508,0.001390,0.001180,0.173855,0.008934,0.242307,EnvViolation,1.738548,0.178684,0.807690
5720,402,10,Normal,0.048343,0.090122,0.000930,0.000290,-0.041779,0.004314,-0.215634,Recovery,-0.417792,0.086271,-0.718780
5721,403,10,Rubbing,0.111476,0.090122,0.000340,0.000830,0.021354,-0.007046,0.063133,Nominal,0.213537,-0.140924,0.210443
5722,404,10,Normal,0.091564,0.090122,0.001470,0.001110,0.001442,-0.001811,-0.019912,Nominal,0.014417,-0.036214,-0.066373
5723,405,10,Normal,0.074237,0.074237,0.000860,0.000400,0.000000,-0.005488,-0.001442,Nominal,0.000000,-0.109763,-0.004806
5724,406,10,Normal,0.052630,0.074237,0.002140,0.000290,-0.021606,-0.001359,-0.021606,Nominal,-0.216065,-0.027185,-0.072022
5725,407,10,Normal,0.183692,0.074237,0.001110,0.000920,0.109455,0.014641,0.131062,EnvViolation,1.094554,0.292817,0.436873
5726,408,10,Normal,0.126527,0.074237,0.001060,0.000100,0.052290,0.019870,-0.057165,Recovery,0.522901,0.397397,-0.190551
5727,409,10,Normal,0.284834,0.091508,0.003100,0.000230,0.193326,0.041988,0.141036,EnvViolation,1.933259,0.839767,0.470119
5728,410,10,Normal,0.060752,0.074237,0.002110,0.000630,-0.013485,0.047485,-0.206811,BoundaryGrazing,-0.134849,0.949702,-0.689370
5729,411,10,Normal,0.057799,0.074237,0.000750,0.000500,-0.016438,0.028456,-0.002953,Recovery,-0.164381,0.569116,-0.009844
5730,412,10,Normal,0.137689,0.091508,0.001140,0.000940,0.046180,0.037252,0.062618,Nominal,0.461804,0.745035,0.208728
5731,413,10,Normal,0.142479,0.091564,0.001790,0.001270,0.050915,0.040208,0.004734,Nominal,0.509146,0.804157,0.015781
5732,414,10,Normal,0.065169,0.091564,0.000830,0.000270,-0.026395,0.037424,-0.077310,Nominal,-0.263953,0.748483,-0.257700
5733,415,10,Normal,0.034736,0.091564,0.000420,0.000920,-0.056828,0.031741,-0.030433,Nominal,-0.568282,0.634827,-0.101443
5734,416,10,Normal,0.084973,0.084973,0.001410,0.000510,0.000000,0.033902,0.056828,Nominal,0.000000,0.678040,0.189427
5735,417,10,Normal,0.031847,0.084973,0.000400,0.000340,-0.053126,0.017644,-0.053126,Nominal,-0.531258,0.352878,-0.177086
5736,418,10,Normal,0.147619,0.084973,0.001190,0.000160,0.062646,0.018679,0.115771,Nominal,0.626456,0.373589,0.385905
5737,419,10,Normal,0.038201,0.074237,0.000590,0.000120,-0.036036,-0.004257,-0.098682,Nominal,-0.360361,-0.085135,-0.328939
5738,420,10,Normal,0.133207,0.084973,0.001190,0.001830,0.048233,0.001915,0.084270,Nominal,0.482335,0.038301,0.280898
5739,421,10,Normal,0.121031,0.121031,0.001550,0.000570,0.000000,0.003559,-0.048233,Nominal,0.000000,0.071178,-0.160778
5740,422,10,Normal,0.201287,0.121031,0.002060,0.002230,0.080256,0.006966,0.080256,Nominal,0.802561,0.139329,0.267520
5741,423,10,Normal,0.037693,0.084973,0.000700,0.000820,-0.047280,-0.002853,-0.127536,Nominal,-0.472804,-0.057061,-0.425122
5742,424,10,Normal,0.131791,0.084973,0.000970,0.000550,0.046818,0.004468,0.094098,Nominal,0.468178,0.089365,0.313660
5743,425,10,Rubbing,0.081136,0.084973,0.000730,0.000340,-0.003837,0.009767,-0.050655,Nominal,-0.038369,0.195348,-0.168849
5744,426,10,Normal,0.088888,0.088888,0.001270,0.000540,0.000000,0.009767,0.003837,Nominal,0.000000,0.195348,0.012790
5745,427,10,Normal,0.016792,0.084973,0.000170,0.000460,-0.068181,0.008262,-0.068181,Nominal,-0.681811,0.165237,-0.227270
5746,428,10,Normal,0.276047,0.084973,0.000800,0.000660,0.191074,0.021105,0.259255,EnvViolation,1.910741,0.422094,0.864184
5747,429,10,Rubbing,0.085231,0.085231,0.001220,0.000890,0.000000,0.024708,-0.191074,Recovery,0.000000,0.494166,-0.636914
5748,430,10,Rubbing,0.166076,0.088888,0.000860,0.000620,0.077189,0.027604,0.077189,Nominal,0.771889,0.552077,0.257296
5749,431,10,Normal,0.276748,0.121031,0.003650,0.000250,0.155717,0.043176,0.078528,EnvViolation,1.557166,0.863510,0.261759
5750,432,10,Normal,0.091686,0.121031,0.000740,0.000590,-0.029345,0.032215,-0.185061,Recovery,-0.293447,0.644309,-0.616871
5751,433,10,Normal,0.104374,0.104374,0.000690,0.000320,0.000000,0.036943,0.029345,Nominal,0.000000,0.738869,0.097816
5752,434,10,Normal,0.144013,0.121031,0.001810,0.000970,0.022982,0.034560,0.022982,Nominal,0.229818,0.691197,0.076606
5753,435,10,Rubbing,0.137405,0.121031,0.001710,0.000550,0.016374,0.036581,-0.006608,Nominal,0.163735,0.731618,-0.022028
5754,436,10,Normal,0.054383,0.104374,0.003850,0.000750,-0.049992,0.031582,-0.066365,Nominal,-0.499918,0.631635,-0.221218
5755,437,10,Normal,0.241772,0.104374,0.001540,0.000920,0.137398,0.052140,0.187390,EnvViolation,1.373978,1.042792,0.624632
5756,438,10,Normal,0.086561,0.104374,0.001670,0.000720,-0.017814,0.031251,-0.155212,Recovery,-0.178138,0.625017,-0.517372
5757,439,10,Normal,0.124000,0.104374,0.001490,0.000170,0.019626,0.033213,0.037439,Nominal,0.196257,0.664268,0.124798
5758,440,10,Normal,0.083759,0.104374,0.000620,0.000190,-0.020615,0.023433,-0.040241,Nominal,-0.206152,0.468660,-0.134136
5759,441,10,Rubbing,0.081156,0.104374,0.001370,0.000680,-0.023218,0.005540,-0.002603,Nominal,-0.232181,0.110790,-0.008676
5760,442,10,Normal,0.098934,0.104374,0.001800,0.000400,-0.005440,0.007930,0.017778,Nominal,-0.054404,0.158599,0.059259
5761,443,10,Normal,0.081892,0.098934,0.000460,0.000590,-0.017042,0.006226,-0.011601,Nominal,-0.170418,0.124515,-0.038671
5762,444,10,Rubbing,0.091610,0.098934,0.000870,0.000540,-0.007324,0.003195,0.009718,Nominal,-0.073240,0.063904,0.032393
5763,445,10,Normal,0.135344,0.098934,0.001350,0.000590,0.036410,0.005199,0.043734,Nominal,0.364098,0.103976,0.145779
5764,446,10,Rubbing,0.116332,0.098934,0.000430,0.000240,0.017398,0.011938,-0.019012,Nominal,0.173977,0.238755,-0.063374
5765,447,10,Normal,0.050486,0.098934,0.002170,0.000160,-0.048448,-0.006647,-0.065846,Nominal,-0.484479,-0.132936,-0.219485
5766,448,10,Normal,0.162681,0.098934,0.000960,0.000240,0.063747,0.001509,0.112195,Nominal,0.637470,0.030186,0.373983
5767,449,10,Normal,0.052004,0.091610,0.001540,0.011970,-0.039606,-0.004414,-0.103353,Nominal,-0.396064,-0.088278,-0.344511
5768,450,10,Normal,0.108156,0.091610,0.000210,0.000270,0.016546,-0.000698,0.056153,Nominal,0.165463,-0.013955,0.187175
5769,451,10,Normal,0.048656,0.091610,0.001070,0.000360,-0.042954,-0.002671,-0.059500,Nominal,-0.429538,-0.053427,-0.198334
5770,452,10,Normal,0.090604,0.090604,0.001510,0.000840,0.000000,-0.002127,0.042954,Nominal,0.000000,-0.042546,0.143179
5771,453,10,Normal,0.137418,0.091610,0.000850,0.000400,0.045808,0.004158,0.045808,Nominal,0.458081,0.083154,0.152694
5772,454,10,Normal,0.163350,0.091610,0.001330,0.000740,0.071740,0.012064,0.025931,Nominal,0.717395,0.241281,0.086438
5773,455,10,Normal,0.097603,0.097603,0.002350,0.001180,0.000000,0.008423,-0.071740,Nominal,0.000000,0.168461,-0.239132
5774,456,10,Normal,0.045598,0.097603,0.000290,0.000400,-0.052005,0.001483,-0.052005,Nominal,-0.520052,0.029655,-0.173351
5775,457,10,Normal,0.169704,0.097603,0.001970,0.000250,0.072101,0.013538,0.124106,Nominal,0.721011,0.270753,0.413688
5776,458,10,Normal,0.049751,0.097603,0.000660,0.000430,-0.047852,0.002378,-0.119953,Nominal,-0.478520,0.047555,-0.399844
5777,459,10,Rubbing,0.150004,0.108156,0.000750,0.000250,0.041848,0.010523,0.089700,Nominal,0.418480,0.210464,0.299000
5778,460,10,Normal,0.055061,0.097603,0.000290,0.000990,-0.042543,0.004614,-0.084391,Nominal,-0.425425,0.092286,-0.281302
5779,461,10,Normal,0.112997,0.097603,0.001760,0.000550,0.015394,0.010449,0.057937,Nominal,0.153942,0.208982,0.193123
5780,462,10,Normal,0.125238,0.108156,0.001550,0.000420,0.017082,0.012157,0.001688,Nominal,0.170821,0.243147,0.005626
5781,463,10,Normal,0.264356,0.108156,0.001690,0.000750,0.156200,0.023196,0.139118,EnvViolation,1.561997,0.463930,0.463725
5782,464,10,Normal,0.253707,0.112997,0.002010,0.001450,0.140710,0.030094,-0.015490,EnvViolation,1.407098,0.601870,-0.051633
5783,465,10,Normal,0.183469,0.125238,0.001030,0.002160,0.058230,0.035917,-0.082479,Recovery,0.582304,0.718331,-0.274931
5784,466,10,Rubbing,0.143267,0.137418,0.001070,0.000380,0.005849,0.041702,-0.052381,Nominal,0.058490,0.834040,-0.174605
5785,467,10,Rubbing,0.071352,0.137418,0.001470,0.000550,-0.066066,0.027885,-0.071916,Nominal,-0.660665,0.557704,-0.239718
5786,468,10,Normal,0.153352,0.143267,0.002830,0.000900,0.010085,0.033679,0.076151,Nominal,0.100848,0.673578,0.253838
5787,469,10,Normal,0.049399,0.125238,0.001560,0.003060,-0.075840,0.021910,-0.085924,Nominal,-0.758396,0.438203,-0.286415
5788,470,10,Normal,0.076755,0.125238,0.000810,0.001220,-0.048483,0.021316,0.027356,Nominal,-0.484833,0.426321,0.091188
5789,471,10,Normal,0.055441,0.125238,0.000330,0.000640,-0.069798,0.012797,-0.021315,Nominal,-0.697978,0.255937,-0.071049
5790,472,10,Normal,0.202266,0.125238,0.001460,0.000160,0.077028,0.018791,0.146826,Nominal,0.770280,0.375829,0.489419
5791,473,10,Normal,0.060736,0.125238,0.000270,0.000400,-0.064502,-0.003279,-0.141530,Nominal,-0.645022,-0.065575,-0.471767
5792,474,10,Normal,0.124656,0.124656,0.001390,0.000630,0.000000,-0.017350,0.064502,Nominal,0.000000,-0.346994,0.215007
5793,475,10,Rubbing,0.038446,0.124656,0.000180,0.000430,-0.086210,-0.031794,-0.086210,Nominal,-0.862100,-0.635875,-0.287367
5794,476,10,Normal,0.204091,0.125238,0.001540,0.000440,0.078853,-0.024493,0.165063,Nominal,0.788528,-0.489868,0.550209
5795,477,10,Normal,0.061509,0.124656,0.001620,0.000220,-0.063147,-0.024201,-0.142000,Nominal,-0.631472,-0.484029,-0.473333
5796,478,10,Rubbing,0.080438,0.080438,0.000740,0.000290,0.000000,-0.025210,0.063147,Nominal,0.000000,-0.504199,0.210491
5797,479,10,Normal,0.023204,0.076755,0.000490,0.000680,-0.053551,-0.022981,-0.053551,Nominal,-0.535511,-0.459622,-0.178504
5798,480,10,Normal,0.130936,0.076755,0.000830,0.002060,0.054181,-0.012715,0.107732,Nominal,0.541812,-0.254293,0.359108
5799,481,10,Normal,0.045106,0.071352,0.001100,0.000340,-0.026246,-0.008359,-0.080427,Nominal,-0.262457,-0.167188,-0.268090
5800,482,10,Normal,0.053347,0.061509,0.000670,0.000290,-0.008162,-0.016878,0.018084,Nominal,-0.081621,-0.337569,0.060279
5801,483,10,Normal,0.114833,0.061509,0.001190,0.000100,0.053324,-0.005096,0.061486,Nominal,0.533244,-0.101915,0.204955
5802,484,10,Normal,0.104431,0.076755,0.001290,0.000270,0.027676,-0.002328,-0.025648,Nominal,0.276761,-0.046563,-0.085494
5803,485,10,Normal,0.120108,0.080438,0.001300,0.000270,0.039670,0.010260,0.011994,Nominal,0.396701,0.205197,0.039980
5804,486,10,Normal,0.206985,0.104431,0.001530,0.000550,0.102553,0.012630,0.062883,EnvViolation,1.025535,0.252599,0.209611
5805,487,10,Normal,0.065940,0.080438,0.000930,0.000490,-0.014499,0.017495,-0.117052,Recovery,-0.144986,0.349896,-0.390173
5806,488,10,Normal,0.094871,0.094871,0.000860,0.000270,0.000000,0.017495,0.014499,Nominal,0.000000,0.349896,0.048329
5807,489,10,Normal,0.082219,0.082219,0.001470,0.001810,0.000000,0.022850,0.000000,Nominal,0.000000,0.456998,0.000000
5808,490,10,Normal,0.059746,0.082219,0.000510,0.000800,-0.022472,0.015185,-0.022472,Nominal,-0.224724,0.303691,-0.074908
5809,491,10,Normal,0.127468,0.082219,0.001190,0.000650,0.045250,0.022334,0.067722,Nominal,0.452496,0.446681,0.225740
5810,492,10,Unbalance,0.361049,0.094871,0.001650,0.000190,0.266178,0.049768,0.220928,EnvViolation,2.661780,0.995361,0.736428
5811,493,10,Normal,0.013425,0.094871,0.000360,0.000500,-0.081445,0.036291,-0.347623,SlewSpike,-0.814455,0.725822,-1.158745
5812,494,10,Normal,0.079141,0.094871,0.001500,0.000270,-0.015729,0.031951,0.065716,Recovery,-0.157295,0.639011,0.219053
5813,495,10,Normal,0.266572,0.094871,0.002860,0.000580,0.171701,0.045154,0.187431,EnvViolation,1.717013,0.903073,0.624769
5814,496,10,Normal,0.095240,0.095240,0.001680,0.000620,0.000000,0.034898,-0.171701,Recovery,0.000000,0.697966,-0.572338
5815,497,10,Normal,0.067269,0.095240,0.001080,0.000690,-0.027971,0.033551,-0.027971,Nominal,-0.279708,0.671021,-0.093236
5816,498,10,Normal,0.161713,0.095240,0.001100,0.000470,0.066473,0.040198,0.094444,Nominal,0.664734,0.803968,0.314814
5817,499,10,Normal,0.108967,0.095240,0.001250,0.000390,0.013728,0.041571,-0.052746,Nominal,0.137278,0.831424,-0.175819
5818,500,10,Normal,0.034485,0.094871,0.000290,0.000490,-0.060386,0.037780,-0.074114,Nominal,-0.603863,0.755596,-0.247047
5819,501,10,Normal,0.081404,0.082219,0.000930,0.000500,-0.000815,0.033173,0.059572,Nominal,-0.008146,0.663468,0.198572
5820,502,10,Normal,0.144768,0.094871,0.001000,0.000230,0.049897,0.011545,0.050712,Nominal,0.498970,0.230906,0.169039
5821,503,10,Normal,0.145605,0.095240,0.001160,0.000510,0.050366,0.024726,0.000469,Nominal,0.503658,0.494528,0.001563
5822,504,10,Normal,0.204022,0.108967,0.002770,0.000320,0.095055,0.035805,0.044689,BoundaryGrazing,0.950550,0.716097,0.148964
5823,505,10,Unbalance,0.290956,0.127468,0.001710,0.000450,0.163487,0.034983,0.068432,EnvViolation,1.634873,0.699669,0.228108
5824,506,10,Normal,0.039473,0.108967,0.001380,0.003710,-0.069494,0.028034,-0.232982,Recovery,-0.694942,0.560681,-0.776605
5825,507,10,Normal,0.143454,0.108967,0.001020,0.000570,0.034486,0.034280,0.103981,Nominal,0.344864,0.685595,0.346602
5826,508,10,Normal,0.057696,0.108967,0.000620,0.000350,-0.051272,0.022505,-0.085758,Nominal,-0.512717,0.450105,-0.285860
5827,509,10,Normal,0.134381,0.134381,0.000620,0.000230,0.000000,0.021132,0.051272,Nominal,0.000000,0.422649,0.170906
5828,510,10,Normal,0.076532,0.108967,0.000850,0.000630,-0.032435,0.023928,-0.032435,Nominal,-0.324354,0.478551,-0.108118
5829,511,10,Normal,0.046362,0.108967,0.002140,0.004860,-0.062605,0.017748,-0.030170,Nominal,-0.626055,0.354969,-0.100567
5830,512,10,Normal,0.028607,0.108967,0.001010,0.000340,-0.080361,0.004723,-0.017755,Nominal,-0.803605,0.094454,-0.059183
5831,513,10,Normal,0.116176,0.108967,0.001970,0.000470,0.007208,0.000407,0.087569,Nominal,0.072084,0.008139,0.291896
5832,514,10,Normal,0.061487,0.081404,0.002860,0.000570,-0.019918,-0.011090,-0.027126,Nominal,-0.199176,-0.221806,-0.090420
5833,515,10,Normal,0.054071,0.081404,0.000800,0.000430,-0.027333,-0.030172,-0.007416,Nominal,-0.273331,-0.603447,-0.024718
5834,516,10,Normal,0.216524,0.116176,0.000960,0.000620,0.100349,-0.013188,0.127682,EnvViolation,1.003487,-0.263761,0.425606
5835,517,10,Normal,0.081316,0.081316,0.000840,0.001680,0.000000,-0.016637,-0.100349,Recovery,0.000000,-0.332734,-0.334496
5836,518,10,Normal,0.055038,0.076532,0.000480,0.000700,-0.021494,-0.013659,-0.021494,Nominal,-0.214940,-0.273178,-0.071647
5837,519,10,Normal,0.174312,0.076532,0.001640,0.000090,0.097780,-0.003881,0.119274,BoundaryGrazing,0.977797,-0.077619,0.397579
5838,520,10,Normal,0.099202,0.076532,0.001010,0.000550,0.022671,0.001630,-0.075109,Recovery,0.226705,0.032593,-0.250364
5839,521,10,Normal,0.145219,0.081316,0.000750,0.000310,0.063902,0.014280,0.041232,Nominal,0.639023,0.285609,0.137439
5840,522,10,Normal,0.082214,0.081316,0.000820,0.000210,0.000897,0.022406,-0.063005,Nominal,0.008974,0.448124,-0.210016
5841,523,10,Normal,0.198403,0.082214,0.000730,0.001150,0.116189,0.033304,0.115292,EnvViolation,1.161894,0.666086,0.384307
5842,524,10,Normal,0.043624,0.081316,0.001070,0.000640,-0.037693,0.031527,-0.153882,Recovery,-0.376929,0.630536,-0.512941
5843,525,10,Normal,0.160277,0.082214,0.000770,0.000290,0.078063,0.042066,0.115756,Nominal,0.780630,0.841328,0.385853
5844,526,10,Normal,0.109770,0.099202,0.001110,0.000580,0.010568,0.033088,-0.067495,Nominal,0.105679,0.661767,-0.224984
5845,527,10,Normal,0.199392,0.109770,0.001370,0.000830,0.089622,0.042051,0.079054,Nominal,0.896217,0.841010,0.263512
5846,528,10,Normal,0.148397,0.109770,0.002500,0.000550,0.038626,0.048063,-0.050995,BoundaryGrazing,0.386265,0.961251,-0.169984
5847,529,10,Normal,0.035140,0.109770,0.001240,0.000290,-0.074630,0.030822,-0.113257,Recovery,-0.746304,0.616431,-0.377523
5848,530,10,Normal,0.093459,0.109770,0.001020,0.001220,-0.016312,0.026923,0.058319,Nominal,-0.163116,0.538466,0.194396
5849,531,10,Normal,0.143975,0.109770,0.002200,0.000370,0.034204,0.023954,0.050516,Nominal,0.342041,0.479070,0.168386
5850,532,10,Normal,0.056005,0.109770,0.001060,0.002210,-0.053765,0.018487,-0.087969,Nominal,-0.537650,0.369745,-0.293230
5851,533,10,Normal,0.061751,0.109770,0.000730,0.000650,-0.048019,0.002066,0.005746,Nominal,-0.480189,0.041329,0.019154
